productCode,section,category,name,onecname,extraDescription,description,size,color,country,manufacturer,packageSize,characteristics,measureUnit,stock,price,images
00000000419,Терапия,Протравочные гели,ULTRA-ETCH протравка,ULTRA-ETCH ECOND REFILL протравка,протравка,"Стоматологический гель, предназначенный для глубокого протравливания зубной эмали. Применяется во время лечения кариозных зубов перед их пломбированием. Активное вещество фосфорная кислота (35%). Разрыхляет зубную ткань, обеспечивая высокую адгезию с композитом.",,,США,"Ultradent Products, Inc.","50 шприцев по 1,2 мл",,набор,1.0,55000.0,https://stionline.ru/upload/iblock/82b/9c550bfa1e8727587f107af0353efcb3.jpg
00000000420,Ортопедия,Слепочные материалы,Zetaplus System,Zetaplus System компл,слепочная масса. Слепочный материал,Zetaplus System компл,,,Италия,Zhermac,"Zetaplus 900 мл
Oranwash L 140 мл
=======
Легкая извлекаемость из канала при необходимости",35,Зеленый,Корея,Meta Biomed,Упаковка 120 шт.,"Гутта, гутаперча, гутта штифты",шт,20.0,1250.0,https://el-dent.ru/UserFiles/Image/img2337_31833_big.jpg
00000000405,Эндодонтия,Бумажные Штифты,Absorbent Paper Points 02 (45),"Absorbent Paper Points  конусность 02, размер 45","Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",45,Белый,Корея,Meta Biomed,Упаковка 200 шт.,"Бумажные штифты, пины",шт,,1250.0,https://dentalinfo.com.ua/uploads/thumbs/170_170_Shtift_bymagni_META_1506089007.jpg
00000000406,Эндодонтия,Бумажные Штифты,Absorbent Paper Points 02 (35),Absorber Paper Points 35,"Бумажные штифты, для высушивания, пины","Бумажные абсорбирующие штифты являются вспомогательным материалом для высушивания корневых каналов при лечении. Применение:
Штифты эндоканальные абсорбирующие бумажные применяются для высушивания корневых каналов перед их пломбированием, а так же для внесения пломбировочого силера в корневой канал.",35,Зеленый,Корея,Meta Biomed,Упаковка 200 шт.,"Бумажные штифты, пины",шт,6.0,1250.0,https://dentalinfo.com.ua/uploads/thumbs/170_170_Shtift_bymagni_META_1506089007.jpg
00000000407,Хирургия,Шовные Материалы,Кетгут 4.0,Кетгут 4.0,"Шовный материал, шовник, хирургия",Кетгут 4.0 - рассасывающийся шовный материал из высококачественной органики животного происхождения.,,,Германия,SanaVita,,,шт,62.0,600.0,https://www.dentalmarket.kz/products/370/6124104192744226816%D0%BA%D0%B5%D1%82%D0%B3%D1%83%D1%82.jpg
00000000408,Хирургия,Шовные Материалы,Викрил 4.0,Викрил 4.0,шовные,"Викрил 4.0 Шовный материал ВИКРИЛ является синтетическим рассасывающимся стерильным шовным материалом, изготовленным из сополимера, который на 90% состоит из гликолида и на 10% из L-лактида. Эмпирическая формула сополимера – (С2H2O2)m(C3H4O2)n. ВИКРИЛ покрыт смесью, состоящей из равных частей сополимера гликолида и лактида (Полиглактин 370) и стеарата кальция. Известно, что сополимер Полиглактин 910, Полиглактин 370 и стеарат кальция не имеют антигенных свойств, являются апирогенными и вызывают незначительную реакцию тканей при рассасывании. ВИКРИЛ окрашен в фиолетовый цвет (номер цветового кода – 60725), выпускается также неокрашенный материал. ВИКРИЛ может иметь различную толщину и длину, поставляться отдельно (лигатуры) или вместе с иглами из нержавеющей стали различных типов и размеров (атравматика), а также лигапак.",,,,"ETHICON, США.",12,,шт,23.0,2500.0,https://shop.dentomir.ru/upload/iblock/337/33741467be65a6211912fe5bfa30c740.jpg
00000000409,Хирургия,Шовные Материалы,Кетгут 5.0,Кетгут 5.0,"Шовный материал, шовник, хирургия",Кетгут 5.0 - рассасывающийся шовный материал из высококачественной органики животного происхождения.,,,Германия,SanaVita,,,шт,36.0,600.0,https://www.dentalmarket.kz/products/370/6124104192744226816%D0%BA%D0%B5%D1%82%D0%B3%D1%83%D1%82.jpg
00000000410,Хирургия,Шовные Материалы,ПГА 4.0,ПГА 4.0,шовник,"Нити ПГА предназначены для применения квалифицированным персоналом в условиях стерильного хирургического блока в качестве шовного материала при различных оперативных вмешательствах, требующих использования рассасывающихся нитей. В каждом конкретном случае оперативного вмешательства выбор шовного мате-риала определяется хирургом при наличии показаний в зависимости от вида операции и размера раны в соответствии с хирургическими методиками.",,,Россия,,1,,шт,16.0,800.0,https://el-dent.ru/UserFiles/Image/img5309_42504.jpg
00000000411,Хирургия,Шовные Материалы,Викрил 5.0,Викрил 5.0,шовные,"Викрил 5.0 Шовный материал ВИКРИЛ является синтетическим рассасывающимся стерильным шовным материалом, изготовленным из сополимера, который на 90% состоит из гликолида и на 10% из L-лактида. Эмпирическая формула сополимера – (С2H2O2)m(C3H4O2)n. ВИКРИЛ покрыт смесью, состоящей из равных частей сополимера гликолида и лактида (Полиглактин 370) и стеарата кальция. Известно, что сополимер Полиглактин 910, Полиглактин 370 и стеарат кальция не имеют антигенных свойств, являются апирогенными и вызывают незначительную реакцию тканей при рассасывании. ВИКРИЛ окрашен в фиолетовый цвет (номер цветового кода – 60725), выпускается также неокрашенный материал. ВИКРИЛ может иметь различную толщину и длину, поставляться отдельно (лигатуры) или вместе с иглами из нержавеющей стали различных типов и размеров (атравматика), а также лигапак.",,,,"ETHICON, США.",12,,шт,19.0,2800.0,https://shop.dentomir.ru/upload/iblock/337/33741467be65a6211912fe5bfa30c740.jpg
00000000413,Хирургия,Шовные Материалы,Пролен 4.0,Пролен 4.0,шовник,"ПРОЛЕН предназначается для аппроксимации и(или) лигирования мягких тканей, включая использование в сердечно-сосудистой, глазной хирургии и нейрохирургии.",,,США,,12,,шт/упак,12.0,3800.0,https://shop.stomatorg.ru/upload/iblock/22f/u8x25blij13kxgee397llu3crrpda72d/9c30d9d80f2611e7b5fa001e67570606_4f96087bd4d24630be8d2b55ad59295f_resize1.jpg
00000000414,Терапия,Протравочные Гели,Травекс-37,Омега-Дент Гель для протравления дентина и эмали Травекс-37,"протравка ,омега,травекс","За счет особой вязкости геля ""ТРАВЕКС-37"" обеспечиваются максимальные рабочие характеристики. После того как гель нанесен на обрабатываемую поверхность, он не подсыхает, не стекает, плотно фиксируясь на месте. Состав: В состав материала ""ТРАВЕКС-37"" входит фосфорная кислота высшей квалификации – 37 % (оптимальная доля содержания).","1шпр х 3,5мл",,Россия,,3,,шт,21.0,3400.0,https://stomka.shop/upload/resize_cache/iblock/28b/400_400_140cd750bba9870f18aada2478b24840a/z19aulh2nfuocfdwd3iwhe8qqrs70xc4.jpeg
00000000419,Терапия,Протравочные Гели,ULTRA-ETCH ECOND REFILL протравка,ULTRA-ETCH ECOND REFILL протравка,протравка,"Стоматологический гель, предназначенный для глубокого протравливания зубной эмали. Применяется во время лечения кариозных зубов перед их пломбированием. Активное вещество фосфорная кислота (35%). Разрыхляет зубную ткань, обеспечивая высокую адгезию с композитом.",,,США,"Ultradent Products, Inc.","50 шприцев по 1,2 мл.",,шт,1.0,55000.0,https://stionline.ru/upload/iblock/82b/9c550bfa1e8727587f107af0353efcb3.jpg
00000000420,Ортопедия,Слепочные Материалы,Zetaplus System,Zetaplus System компл,слепочная масса. Слепочный материал,Zetaplus System компл,,,Италия,Zhermac,"Zetaplus, 900 мл.
Oranwash L, 140 мл.
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
indurent gel / катализатор в виде геля, объемом 60 мл.
Смесительный блокнот со шкалой дозировки.","Высокая начальная текучесть.
Зеленый цвет.
Мятный аромат.
ISO 4823 - ADA 19 - Тип 0 Очень густая консистенция.",шт,13.0,17700.0,https://shop.dentomir.ru/upload/resize_cache/iblock/7f2/800_600_2/7f2080170a5699288731f21856abc5cd.png
<<<<<<< HEAD
00000000426,Ортопедия,Слепочные материалы,ELITE НD + REGULAR BODY NORMAL SETTING,Элит HD Regular body normal set,коррегирующая,"Elite НD + Regular Body Normal Setting - Гидросовместимый А-Силикон средней вязкости. Средняя консистенция.
=======
00000000426,Ортопедия,Слепочные Материалы,ELITE НD + REGULAR BODY NORMAL SETTING,Элит HD Regular body normal set,коррегирующая,"Elite НD + Regular Body Normal Setting - Гидросовместимый А-Силикон средней вязкости. Средняя консистенция.
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230

Пропорция при смешивании 1:1
Гидросовместимость
Тиксотропия
Идеальное соотношение между временем обработки и затвердеванием (эффект Snap-set)
- Длительное время обработки;
- Минимальное время пребывания в полости рта
Биосовместимость
Синего цвета

 

ПРИМЕНЕНИЕ
Несъемные протезы
Частичные или полные съемные протезы
Рекомендуемая техника: одномоментная или монофазная с индивидуальной слепочной ложкой

 

ПРЕИМУЩЕСТВА
Максимальная точность в воспроизводстве деталей
Повышенная прочность на разрыв
Превосходное упругое восстановление
Повышенная стабильность размеров
Опаковые пигменты для лучшего чтения деталей
Возможность отливания модели непосредственно после дезинфекции
Надежная дезинфекция с помощью Zeta 7 Solution - Zeta 7 Spray Zhermack
3 года гарантии","2*50 мл картриджа (база + катализатор)
<<<<<<< HEAD
12 желтых смесительных наконечников",,Италия,,"2*50 мл картриджа (база + катализатор)
12 желтых смесительных наконечников","O 4823 - ADA 19: Тип 2 Средняя консистенция
=======
12 желтых смесительных наконечников",,Италия,,1,"O 4823 - ADA 19: Тип 2 Средняя консистенция
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Общее время обработки (23°C/73°F): 2’
Пребывание в полости рта: 3’ 30”
Время схватывания (23°C/73°F): 5’ 30”
Упругое восстановление: > 99,5 %
Изменение линейных размеров в течение 24-х часов: < 0,20 %
Твердость (По Шору А): 45",шт,10.0,16500.0,https://el-dent.ru/UserFiles/Image/img2794_17669.jpg
<<<<<<< HEAD
00000000427,Ортопедия,Слепочные материалы,ELITE HD+ PUTTY SOFT NORMAL SET,Элит HD+ Путти нормал н-р,"слепочная масса ,база","Elite HD+ Putty Soft Normal Set А-силикон очень высокой вязкости. Оттискный материал для первого оттиска с эластичной конечной консистенцией, рекомендуется для всех видов техники снятия слепка: для двухэтапной техники (двойной оттиск) или для одного этапа (одновременный).ПРИМЕНЕНИЕ
=======
00000000427,Ортопедия,Слепочные Материалы,ELITE HD+ PUTTY SOFT NORMAL SET,Элит HD+ Путти нормал н-р,"слепочная масса ,база","Elite HD+ Putty Soft Normal Set А-силикон очень высокой вязкости. Оттискный материал для первого оттиска с эластичной конечной консистенцией, рекомендуется для всех видов техники снятия слепка: для двухэтапной техники (двойной оттиск) или для одного этапа (одновременный).ПРИМЕНЕНИЕ
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Несъемные протезы.
Предполагаемая техника: одномоментная техника со стандартной слепочной ложкой.
ПРЕИМУЩЕСТВА
Устойчивость к деформации
Превосходное упругое восстановление
Повышенная стабильность размеров
Надежная дезинфекция с помощью Zeta 7 Solution – Zeta 7 Spray Zhermack
<<<<<<< HEAD
3 года гарантии",2*250 мл,,Италия,,2*250 мл база,"Окончательная твердость 60 по Шору А
=======
3 года гарантии",2*250 мл,,Италия,,2,"Окончательная твердость 60 по Шору А
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Идеальное соотношение между временем обработки и затвердеванием (эффект Snap-set)
Длительное время обработки
Минимальное время пребывания в полости рта
Биосовместимость
Оранжевого цвета
ТЕХНИЧЕСКИЕ ДАННЫЕ
ISO 4823 – ADA 19: Тип 0 Очень густая консистенция
Общее время обработки (23°C/73°F): 2′ 00″
Пребывание в полости рта: 3′ 30″
Время схватывания (23°C/73°F): 5′ 30″
Упругое восстановление: > 99.5 %
Стабильность размеров (через сутки): < 0.20 %
Твердость (По Шору А): 60
СОСТАВ
<<<<<<< HEAD
2 x 250 мл банки (База + Катализатор).",упак,6.0,25500.0,https://cdn-gmnnb.nitrocdn.com/rAPUuSONBxKaEfbgIbubClExswvQVOub/assets/images/optimized/rev-c4cfa2d/medicom.kz/wp-content/uploads/2023/02/elit-hd.jpg
00000000428,Ортопедия,Слепочные материалы,Silagum AM Lingt коррегирующая,Silagum AM Lingt,"Коррегирующий Силагум, Лайт, Силлагум Лайт, А силикон","Silagum Light (Силагум Лайт) - проверенный А-силиконовый материал для корригирующих оттисков.                                                                                                                                Показания: Оттиски для мостовидных протезов, коронок, вкладок.
Преимущества: Хорошие гидрофильные свойства.
Прекрасные реологические качества.
Нормальная или быстрая полимеризация.","2*50 мл картриджа (база + катализатор)
12 желтых смесительных наконечников",,Германия,DMG,"2 картриджа по 50 мл
12 насадок Automix
12 насадок Intraoral.",,шт,5.0,23700.0,https://shop.dentomir.ru/catalog/polivinilsiloksanovye_impression_material/30305/?sphrase_id=334562#!popupPhoto/0/
00000000429,Ортопедия,Слепочные материалы,ИНДУРЕНТ ГЕЛЬ КАТАЛИЗАТОР ДЛЯ ЗЕТА+,Индурент гель 60 мл,"индурент гель, зета",Универсальный катализатор в виде геля для С-силиконов.,,,Италия,Zhermac,60 мл,"Применение:
=======
2 x 250 мл банки (База + Катализатор).",шт,6.0,25500.0,https://cdn-gmnnb.nitrocdn.com/rAPUuSONBxKaEfbgIbubClExswvQVOub/assets/images/optimized/rev-c4cfa2d/medicom.kz/wp-content/uploads/2023/02/elit-hd.jpg
00000000428,Ортопедия,Слепочные Материалы,Silagum AM Lingt,Silagum AM Lingt,"Коррегирующий Силагум, Лайт, Силлагум Лайт, А силикон","Silagum Light (Силагум Лайт) - проверенный А-силиконовый материал для корригирующих оттисков.                                                                                                                                Показания: Оттиски для мостовидных протезов, коронок, вкладок.
Преимущества: Хорошие гидрофильные свойства.
Прекрасные реологические качества.
Нормальная или быстрая полимеризация.",,,Германия,DMG,"2 картриджа по 50 мл.
12 насадок Automix.
12 насадок Intraoral.",,шт,5.0,23700.0,https://shop.dentomir.ru/catalog/polivinilsiloksanovye_impression_material/30305/?sphrase_id=334562#!popupPhoto/0/
00000000429,Ортопедия,Слепочные Материалы,ИНДУРЕНТ ГЕЛЬ КАТАЛИЗАТОР ДЛЯ ЗЕТА+,Индурент гель 60 мл,"индурент гель, зета",Универсальный катализатор в виде геля для С-силиконов.,,,Италия,Zhermac,Упаковка: туба - 60 мл.,"Применение:
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230

Универсальный катализатор для базовой и корректирующей массы типа C. Indurent может использоваться практически для всех конденсационных силиконов, производимых Zhermack (кроме оттискных материалов Zetaflow).
Характеристики:

ISO 4823 - ADA 19 Тип 0: очень густая консистенция.
Время смешивания: 30”.
Общее время обработки (23°C/73°F): 60”.
Пребывание в полости рта: 60”.
Время схватывания (23°C/73°F): 2’ 30”.
Деформация при сжатии (мин-max): 2-5 %.
Упругое восстановление > 99 %.
Изменение линейных размеров в течение 24-х часов < 0,35 %.
Цвет: красный.
Преимущества:

Легко смешивается.
Равное количество отмеряют в Oranwash L, Oranwash VL и Thixoflex M на планшете для смешивания.
Универсальность.
Удобство и простота смешивания.",шт,7.0,5500.0,https://shop.dentomir.ru/upload/iblock/a7c/a7cd8ff857bc1174a6d2c250d021516f.jpg
<<<<<<< HEAD
00000000430,Ортопедия,Альгинатные массы,ОРТОПРИНТ,Ортопринт  500 гр,Orthoprint (Ортопринт) - беспыльный альгинат для использования в ортодонтии со сверхбыстрым схватыванием.,"Быстрое впитывание воды.
=======
00000000430,Ортопедия,Альгинатные Массы,ОРТОПРИНТ,Ортопринт  500 гр,Orthoprint (Ортопринт) - беспыльный альгинат для использования в ортодонтии со сверхбыстрым схватыванием.,"Быстрое впитывание воды.
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Легкое смешивание.
Однородная масса, поверхность гладкая и компактная.
Длительная сохранность слепков.
Надежная дезинфекция при использовании sterigum Powder - Zhermack.
Система упаковки в специально модифицированной атмосфере.
Гарантия 5 лет.
<<<<<<< HEAD
Время схватывания 1 минута 50 секунд.",500гр,,Польша-Италия,,500 гр,"Сверхупругий альгинат.
=======
Время схватывания 1 минута 50 секунд.",500гр,,Польша-Италия,,1,"Сверхупругий альгинат.
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
Кратчайшие сроки обработки и схватывания.
Приятный ванильный запах для уменьшения рвотного рефлекса.
Желтого цвета.
Беспыльный.",шт,7.0,3500.0,https://shop.dentomir.ru/upload/resize_cache/iblock/e7b/250_500_1/e7b487c5d5520f89e6219d3b40060306.jpg
<<<<<<< HEAD
00000000431,Ортопедия,Альгинатные массы,Италгин,Italgin альгинатная масса,"Слепочная масса, альгинатная масса, альгинат","Италгин – это хроматический альгинат для высокоточных оттисков с высокой эластичностью, без свинца и кадмия. Благодаря индикатору хроматической фазы, подготовка для снятия оттиска значительно упрощается. Изменяет цвет по мере застывания.  СВОЙСТВА:
Имеет цветовые фазы:
Фиолетовый цвет показывает время, имеющееся в распоряжении для замешивания материала шпателем;
Лиловый цвет показывает время, имеющееся в распоряжении для заполнения слепочной ложки;
Зеленый цвет показывает момент для внесения ложки в полость рта. Материал обладает отличной тиксотропностью и высокой точностью, а также приятным мятным ароматом.",,Фиолетовый,Италия,BMS DENTAL,450 гр,"Рабочее время: 1мин. 50 сек.;
Время в полости рта: 30 сек.;
Общее время: 3 мин. 20 сек.⠀",шт,12.0,2450.0,https://medicom.kz/wp-content/uploads/2022/04/Italgin.jpg
00000000432,Ортопедия,Слепочные материалы,Zetalabor,Zetalabor,слепочная масса. Слепочный материал,"Zetalabor (Зеталабор), 5,0 кг - С-силикон для использования в зуботехнической лаборатории, Zhermack",,,Италия,Zhermac,5 кг,"Силикон, смешиваемый с жидким катализатором или с катализатором в виде геля.
Окончательная твердость - 85 по Шору А.
Не пигментированный.",шт,1.0,35000.0,https://medostom.ru/image/cache/catalog/Ortopediya/ca489e8c02d7779bed900a9813a1aa5c-1200x800.jpg
00000000433,Ортопедия,Слепочные материалы,Elite HD+ Light Body Normal Set,Элит HD +LB normal,"Элит, слепочный материал, элит лайт боди","Элит Elite HD light body normal set – гидросовместимый а-силиконовый слепочный материал низкой вязкости. Возможность отливания модели сразу после дезинфекции позволяет значительно сократить время на операцию.
Готовый слепок, благодаря опаковым пигментам, точно воспроизводит каждую деталь челюстного ряда. Изделие не подвержено деформациям, разрывам и усадке, не теряет формы. Возможно единовременное снятие слепка с использованием материалов разной вязкости.",,Голубой,Италия,Zhermack,"2*50 мл картриджа (база + катализатор)
12 желтых канюль",Гидросовместимый А-Силикон низкой вязкости.,шт,12.0,16000.0,https://www.zhermack.com/public/uploads/EliteHD_C203030-1.jpg
00000000434,Пломбировочные материалы,Жидкотекучие,EsFlow,EsFlow A1 (2грх2шпр),"Жидкотекучий композит, есфлоу, флоу","EsFlow (ЭсФлоу) - светоотвердевающий жидкотекучий композиционный материал, который идеально подходит для небольших полостей на фронтальных и жевательных зубах. Обладает хорошей текучестью, малой усадкой и рентгеноконтрастностью. Показания к применению:
Пломбирование III — V класс.
Используется как лайнерная прокладка.
Фиксация брекетов и ортодонтических конструкций.
Фиксация волоконных шинирующих систем.",,А1,Корея,Spident,2*2 гр,Жидкотекучий,шт,44.0,7000.0,https://shop.dentomir.ru/upload/iblock/f5a/f5a4d4aa72bf0afd599c4d40ea3308ad.png
00000000435,Пломбировочные материалы,Жидкотекучие,EsFlow,EsFlow A3 (2грх2шпр),"Жидкотекучий композит, есфлоу, флоу","EsFlow (ЭсФлоу) - светоотвердевающий жидкотекучий композиционный материал, который идеально подходит для небольших полостей на фронтальных и жевательных зубах. Обладает хорошей текучестью, малой усадкой и рентгеноконтрастностью. Показания к применению:
Пломбирование III — V класс.
Используется как лайнерная прокладка.
Фиксация брекетов и ортодонтических конструкций.
Фиксация волоконных шинирующих систем.",,А3,Корея,Spident,2*2 гр,Жидкотекучий,шт,10.0,7000.0,https://shop.dentomir.ru/upload/iblock/f5a/f5a4d4aa72bf0afd599c4d40ea3308ad.png
=======
00000000431,Ортопедия,Альгинатные Массы,Италгин,Italgin альгинатная масса,"Слепочная масса, альгинатная масса, альгинат","Италгин – это хроматический альгинат для высокоточных оттисков с высокой эластичностью, без свинца и кадмия. Благодаря индикатору хроматической фазы, подготовка для снятия оттиска значительно упрощается. Изменяет цвет по мере застывания.  СВОЙСТВА:
Имеет цветовые фазы:
Фиолетовый цвет показывает время, имеющееся в распоряжении для замешивания материала шпателем;
Лиловый цвет показывает время, имеющееся в распоряжении для заполнения слепочной ложки;
Зеленый цвет показывает момент для внесения ложки в полость рта. Материал обладает отличной тиксотропностью и высокой точностью, а также приятным мятным ароматом.",,Фиолетовый,Италия,BMS DENTAL,Упаковка 450гр.,"Рабочее время: 1мин. 50 сек.;
Время в полости рта: 30 сек.;
Общее время: 3 мин. 20 сек.⠀",шт,12.0,2450.0,https://medicom.kz/wp-content/uploads/2022/04/Italgin.jpg
00000000432,Ортопедия,Слепочные Материалы,Zetalabor,Zetalabor,слепочная масса. Слепочный материал,"Zetalabor (Зеталабор), 5,0 кг - С-силикон для использования в зуботехнической лаборатории, Zhermack",,,Италия,Zhermac,5.0кг,"Силикон, смешиваемый с жидким катализатором или с катализатором в виде геля.
Окончательная твердость - 85 по Шору А.
Не пигментированный.",шт,1.0,35000.0,https://medostom.ru/image/cache/catalog/Ortopediya/ca489e8c02d7779bed900a9813a1aa5c-1200x800.jpg
00000000433,Ортопедия,Слепочные Материалы,Elite HD+ Light Body Normal Set,Элит HD +LB normal,"Элит, слепочный материал, элит лайт боди","Элит Elite HD light body normal set – гидросовместимый а-силиконовый слепочный материал низкой вязкости. Возможность отливания модели сразу после дезинфекции позволяет значительно сократить время на операцию.
Готовый слепок, благодаря опаковым пигментам, точно воспроизводит каждую деталь челюстного ряда. Изделие не подвержено деформациям, разрывам и усадке, не теряет формы. Возможно единовременное снятие слепка с использованием материалов разной вязкости.",,Голубой,Италия,Zhermack,"2x50 мл картриджа (база + катализатор)
12 желтых канюль",Гидросовместимый А-Силикон низкой вязкости.,шт,12.0,16000.0,https://www.zhermack.com/public/uploads/EliteHD_C203030-1.jpg
00000000434,Терапия,Жидкотекучие,EsFlow,EsFlow A1 (2грх2шпр),"Жидкотекучий композит, есфлоу, флоу","EsFlow (ЭсФлоу) - светоотвердевающий жидкотекучий композиционный материал, который идеально подходит для небольших полостей на фронтальных и жевательных зубах. Обладает хорошей текучестью, малой усадкой и рентгеноконтрастностью. Показания к применению:
Пломбирование III — V класс.
Используется как лайнерная прокладка.
Фиксация брекетов и ортодонтических конструкций.
Фиксация волоконных шинирующих систем.",,А1,Корея,Spident,"2 шприца (по 2 г);
канюли",Жидкотекучий,шт,44.0,7000.0,https://shop.dentomir.ru/upload/iblock/f5a/f5a4d4aa72bf0afd599c4d40ea3308ad.png
00000000435,Терапия,Жидкотекучие,EsFlow,EsFlow A3 (2грх2шпр),"Жидкотекучий композит, есфлоу, флоу","EsFlow (ЭсФлоу) - светоотвердевающий жидкотекучий композиционный материал, который идеально подходит для небольших полостей на фронтальных и жевательных зубах. Обладает хорошей текучестью, малой усадкой и рентгеноконтрастностью. Показания к применению:
Пломбирование III — V класс.
Используется как лайнерная прокладка.
Фиксация брекетов и ортодонтических конструкций.
Фиксация волоконных шинирующих систем.",,А3,Корея,Spident,"2 шприца (по 2 г);
канюли",Жидкотекучий,шт,10.0,7000.0,https://shop.dentomir.ru/upload/iblock/f5a/f5a4d4aa72bf0afd599c4d40ea3308ad.png
>>>>>>> 95c269500a505b08acd3e3d5d29b9d0d09390230
00000000436,Терапия,Жидкотекучие,EsFlow,EsFlow A2 (2грх2шпр),"Жидкотекучий композит, есфлоу, флоу","EsFlow (ЭсФлоу) - светоотвердевающий жидкотекучий композиционный материал, который идеально подходит для небольших полостей на фронтальных и жевательных зубах. Обладает хорошей текучестью, малой усадкой и рентгеноконтрастностью. Показания к применению:
Пломбирование III — V класс.
Используется как лайнерная прокладка.
Фиксация брекетов и ортодонтических конструкций.
Фиксация волоконных шинирующих систем.",,А2,Корея,Spident,"2 шприца (по 2 г);
канюли",Жидкотекучий,шт,19.0,7000.0,https://shop.dentomir.ru/upload/iblock/f5a/f5a4d4aa72bf0afd599c4d40ea3308ad.png
<<<<<<< HEAD
00000000437,Пломбировочные материалы,Жидкотекучие,I-flow,I-flow A2,"Жидкотекучий композит, жидкий композит, пломбироавчный материал, жидкий","I-Flow - светоотверждаемый жидкотекучий композит.
Применение: для реставраций полостей III, IV и V классов, для заполнения маленьких дефектов и труднодоступных полостей.
Свойства: Обладает превосходной текучестью; хорошими эстетическими свойствами ; обладает низким коэффициентом сжатия, хорошо полируется; рентгеноконтрастен.",,A2,Литва,I-Dental,"1 шприц 5гр, наконечники 5 шт",Жидотекучий,шт,13.0,6000.0,https://dentalshop.kz/dentalshop/images/iflow-n.jpg
00000000438,Пломбировочные материалы,Жидкотекучие,I-flow,I-flow A1,"Жидкотекучий композит, жидкий композит, пломбироавчный материал, жидкий","I-Flow - светоотверждаемый жидкотекучий композит.
Применение: для реставраций полостей III, IV и V классов, для заполнения маленьких дефектов и труднодоступных полостей.
Свойства: Обладает превосходной текучестью; хорошими эстетическими свойствами ; обладает низким коэффициентом сжатия, хорошо полируется; рентгеноконтрастен.",,A1,Литва,I-Dental,"1 шприц 5гр, наконечники 5 шт",Жидотекучий,шт,14.0,6000.0,https://dentalshop.kz/dentalshop/images/iflow-n.jpg
00000000439,Пломбировочные материалы,Жидкотекучие,ФЛОУРЕСТ НАБОР,Флоурест набор,ФЛОУРЕСТ НАБОР,"ФлоуРест набор - текучий (низкомодульный) композитный пломбировочный материал светового отверждения. Производитель: СтомаДент, Россия.
=======
00000000437,Терапия,Жидкотекучие,I-flow,I-flow A2,"Жидкотекучий композит, жидкий композит, пломбироавчный материал, жидкий","I-Flow - светоотверждаемый жидкотекучий композит.
Применение: для реставраций полостей III, IV и V классов, для заполнения маленьких дефектов и труднодоступных полостей.
Свойства: Обладает превосходной текучестью; хорошими эстетическими свойствами ; обладает низким коэффициентом сжатия, хорошо полируется; рентгеноконтрастен.",,A2,Литва,I-Dental,"1 шприц - 5г., наконечники - 5 шт.",Жидотекучий,шт,13.0,6000.0,https://dentalshop.kz/dentalshop/images/iflow-n.jpg
00000000438,Терапия,Жидкотекучие,I-flow,I-flow A1,"Жидкотекучий композит, жидкий композит, пломбироавчный материал, жидкий","I-Flow - светоотверждаемый жидкотекучий композит.
Применение: для реставраций полостей III, IV и V классов, для заполнения маленьких дефектов и труднодоступных полостей.
Свойства: Обладает превосходной текучестью; хорошими эстетическими свойствами ; обладает низким коэффициентом сжатия, хорошо полируется; рентгеноконтрастен.",,A1,Литва,I-Dental,"1 шприц - 5г., наконечники - 5 шт.",Жидотекучий,шт,14.0,6000.0,https://dentalshop.kz/dentalshop/images/iflow-n.jpg
